PairID,Text1,Text1 Translation,Text2,Text2 Translation
MAR-train-00165,"""मात्र, काहींना बर्फाळ पाण्यात पोहण्याचीही भीती वाटत नाही.""","""However, some are not even afraid to swim in icy water.""","""अशाच ३० धाडसी लोकांनी ‘आइस किंग’ बनण्यासाठी म्युनिचजवळील बर्फाळ पाण्याच्या सरोवरात उड्या घेतल्या.""","""30 such daredevils jump into icy lake near Munich to become 'Ice King'."""
MAR-train-00166,"""मात्र पाकच्या गोळीबारीला भारताकडून जशास तसं प्रत्युत्तर देणं सुरु आहे.""","""However, Pakistan's firing is being retaliated by India.""","""जम्मू काश्मीरच्या कृष्णा घाटी, मेंढर सेक्टरमध्ये पाककडून गोळीबार सुरु आहे.""","""Firing by Pakistan in Krishna Ghati, Mendhar Sector of Jammu and Kashmir."""
MAR-train-00167,"""2019 : प्रो कबड्डीचा विजेता होणार मालामाल; खेळाडूंवरही वर्षाव! कोणाला किती मिळणार?""","""2019 : Pro Kabaddi winner will be rich; players will be showered too! Who will get how much?""","""मुंबई, प्रो कबड्डी लीग 2019 :""","""Mumbai, Pro Kabaddi League 2019 :"""
MAR-train-00168,"""मी फक्त एक साधन आहे.""","""I'm just a tool.""","""मी तर केवळ निमित्त-मात्र आहे.""","""I'm just an excuse."""
MAR-train-00169,"""हिची अदा. . करी फिदा अशी काहीशी सुहानाच्या या हटके लूकची चर्चा आहे.""","""Hichi Ada . . Kari Fida is the talk of Suhana's haute look.""","""सुहाना सध्या दिल्लीमध्ये असून बहिणीच्या लग्नसोहळ्यात ती मोठय़ा उत्साहात सहभागी झाली आहे.""","""Suhana is currently in Delhi and has attended her sister's wedding with great enthusiasm."""
MAR-train-00170,"""डी. पर्यटन आणि सांस्कृतिक देवाणघेवाण वाढवणे:""","""D. Enhancing Tourism and Cultural Exchange:""","""ड. पर्यटन व्यवसाय संवर्धन आणि सांस्कृतिक आदान-प्रदान""","""D. Tourism Business Promotion and Cultural Exchange"""
MAR-train-00171,"""“नुकत्याच झालेल्या आयबीएसएफ वर्ल्ड स्नूकर चॅम्पियनशिपमध्ये आपले 18 वे वर्ल्ड विजेतेपद जिंकल्याबद्दल पंकज अ‍ॅडव्हानी यांचे अभिनंदन.""","""Congratulations to Pankaj Advani for winning his 18th world title at the recently held IBSF World Snooker Championship.""","""पंतप्रधान म्हणाले,” अलिकडेच झालेल्या आयबीएसएफ जागतिक स्नूकर अजिंक्यपद स्पर्धेत कारकीर्दीतील 18 वे जागतिक अजिंक्यपद पटकावल्याबद्दल पंकज अडवाणीचे अभिनंदन.""","""Congratulations to Pankaj Advani for winning his 18th career world title at the recently held IBSF World Snooker Championship,"" said the Prime Minister."
MAR-train-00172,"""हे आपल्या सार्वजनिक अपेक्षा आणि आमच्यासाठी प्रचंड जबाबदा .्यांसह देखील येते.""","""It also comes with our public expectations and huge responsibilities for us.""","""ज्यामध्ये आमच्या जनतेच्या मोठया आकांक्षा आणि जबाबदारीही अंतर्भूत आहे.""","""In which lies the great aspirations and responsibilities of our people."""
MAR-train-00173,"""भारत वेगवान वेगाने इमारत आणि एम्स आहे, तर त्याने देशभरातील सर्व शाळांमध्ये शौचालये देखील बांधली आहेत.""","""While India is building and AIIMS at a fast pace, it has also built toilets in all schools across the country.""","""· एकीकडे भारताने आयआयटी आणि एम्स बनवले आहेत तर दुसरीकडे सर्व शाळांमध्ये शौचालय बनवले आहेत.""","""· On one hand India has built IITs and AIIMS and on the other hand all schools have toilets."""
MAR-train-00174,"""तोपर्यंत गाडी पूर्णपणे जळून खाक झाली होती.""","""By then the car was completely burnt.""","""तसेच गाडी चालकाच्या मृतदेहाचा अक्षरशः कोळसा झाला.""","""Also the body of the driver was literally charred."""
MAR-train-00175,"""आम्ही ज्ञान सामायिक करू, संशोधनावर सहयोग करू, नवीनता आणि आमच्या जागतिक-स्तरीय नाविन्यपूर्ण क्लस्टर दरम्यान भागीदारी तयार करू.""","""We will share knowledge, collaborate on research, innovate and create partnerships between our world-class innovation clusters.""","""आम्ही ज्ञानाधारित भागीदारी, संशोधनात योगदान, जागतिक दर्जाचे नाविन्य आणि निर्मितीपूर्ण भागीदारी संशोधन करण्यास दोन्ही देश कटिबद्ध आहेत.""","""We are committed to knowledge-based partnerships, research contributions, world-class innovation and creative partnership research."""
MAR-train-00176,"""पंतप्रधान, श्री नरेंद्र मोदी यांनी आज संसद सभागृह नेक्से येथे घटनेच्या दिनाच्या स्मारकासाठी पुस्तकाच्या प्रकाशन कार्यात हजेरी लावली.""","""The Prime Minister, Shri Narendra Modi today attended the Book Release function to commemorate the Constitution Day at Parliament House Nexe.""","""संसद भवन संविधान दिवस साजरा करण्यासाठी झालेल्या एका पुस्तक प्रकाशन समारंभाला पंतप्रधान नरेंद्र मोदी उपस्थित होते.""","""Prime Minister Narendra Modi attends a book release function to celebrate Constitution Day at Sansad Bhavan""."
MAR-train-00177,"""दारिद्रा नारायणची सेवा करण्यासाठी त्यांच्या आजीवन समर्पणासाठी.""","""For his lifelong dedication to serving Daridra Narayan.""","""दरिद्र नारायणाच्या सेवेसाठी त्यांनी आयुष्य वेचले.""","""He laid down his life for the service of poor Narayana."""
MAR-train-00178,"""सुरक्षा दलाचं मोठं यश, काश्मीरच्या अनंतनागमध्ये हिजबुल मुजाहिद्दीनचा दहशतवादी अटकेत""","""Big success of security forces, Hizbul Mujahideen terrorist arrested in Kashmir's Anantnag""","""अनंतनाग : जम्मू-काश्मीरमध्ये सुरक्षा दलाला मोठं यश मिळालं आहे.""","""Anantnag: Security forces make major breakthrough in Jammu and Kashmir""."
MAR-train-00179,"""ही चरण भ्रष्टाचार, काळा पैसा आणि बनावट चलनाविरूद्धच्या लढाईत सामान्य माणसाचे हात मजबूत करेल.""","""This step will strengthen the hands of the common man in the fight against corruption, black money and fake currency.""","""या निर्णयामुळे बनावट चलन, काळा पैसा आणि भ्रष्ट्राचाराशी लढा देणाऱ्या सर्वसामान्य माणसाचे हात बळकट होतील.""","""This decision will strengthen the hands of the common man in fighting fake currency, black money and corruption."""
MAR-train-00180,"""मी एका जाहीर सभेलाही संबोधित करेन.""","""I will also address a public meeting.""","""मी एका जनसभेला संबोधित करणार आहे.""","""I am going to address a public meeting."""
MAR-train-00181,"""सहकारी बँकांसह संसाधनांची उपलब्धता सुनिश्चित करण्याचा या निर्णयाचा हेतू आहे की रबी ऑपरेशन करण्यासाठी रोख रकमेची उपलब्धता कमी होण्याच्या दृष्टीने अडचणींवर मात करण्यासाठी सहकारी बँकांकडून पीक कर्जात सहजपणे प्रवेश करण्यात शेतक ्यांना मदत होते.""","""The decision to ensure availability of resources with cooperative banks helps farmers to easily access crop loans from cooperative banks to overcome constraints in terms of reduced availability of cash for Rabi operations.""","""रब्बी पिकांसाठी सहकारी बँकांकडून सहज कर्ज घेता यावे हा यामागील उद्देश आहे.""","""The objective is to facilitate easy borrowing from cooperative banks for rabi crops."""
MAR-train-00182,"""ते म्हणाले की योगाची जागतिक मान्यता ही डायस्पोराची कामगिरी आहे, ज्यांनी ती जगाच्या सर्व कोप ्यात नेली.""","""He said that the global recognition of yoga is the achievement of the diaspora, who took it to all corners of the world.""","""“योग”ला वैश्विक मान्यता मिळणे हे या जनसमुदायाचे यश आहे ज्यांनी “योग” ला जगाच्या काना-कोपऱ्यापर्यंत पोहोचवले.""","""The universal recognition of ""Yoga"" is the success of this crowd who took ""Yoga"" to the far corners of the world."""
MAR-train-00183,"""दुसरीकडे पुणे मेट्रोचा भूमिपूजन सोहळाही शनिवारी होणार आहे.""","""On the other hand, the Bhoomi Pujan ceremony of Pune Metro will also be held on Saturday.""","""त्या सोहळ्याला शरद पवार यांना निमंत्रित करावे अन्यथा अगोदरच मेट्रोचा उद्घाटन सोहळा करण्याची तयारी राष्ट्रवादीच्या वतीने करण्यात आली.""",""" Sharad Pawar should be invited to that ceremony otherwise preparations were made on behalf of NCP to hold the inauguration ceremony of Metro."""
MAR-train-00184,"""आम्ही, दुसरीकडे शतकानुशतके अगदी बदलल्या.""","""We, on the other hand, have changed quite a bit over the centuries.""","""उलटपक्षी, आपण आपल्या प्रथा शतकानुशतके बदलत आहोत.""","""On the contrary, we have been changing our practices over the centuries."""
MAR-train-00185,"""• कट्टरपंथीपणाला आळा घालून दहशतवादी सावली काढून टाका; आणि""","""• Eliminate terrorist shadows by curbing radicalization; and""","""कट्टरतावादाला आळा घालणे आणि दहशतवादाची छाया दूर करणे""","""Challenging Radicalization and Removing the Shadow of Terrorism"""
MAR-train-00186,"""या काळात ते म्हणाले, ग्रामीण घरातील शौचालये 38 टक्क्यांवरून टक्क्यांवरून वाढली आहेत;""","""During this period, he said, rural household toilets have increased from 38 percent to percent;""","""या कालावधीत ग्रामीण घरांमध्ये शौचालयांची संख्या 38 टक्क्यांवरुन 95 टक्क्यांपर्यंत पोहोचली.""","""The number of toilets in rural households rose from 38 percent to 95 percent during this period."""
MAR-train-00187,"""श्याम मानव यांनी आज प्रात्यक्षिकांसह सादर करून दाखविले.""","""Shyam Manav presented with demonstration today.""","""श्याम मानवांचे प्रबोधन आणि त्यांचे शास्त्रोक्त प्रात्यक्षिक पाहिल्यावर उपस्थित नागरिकांच्या मनातील भूतसुद्धा उतरून पळाले.""","""Even the demons in the minds of the citizens who were present fled after witnessing the awakening of the black men and their scientific demonstration."""
MAR-train-00188,"""ते म्हणाले की प्रत्येक जिल्ह्यात स्वतःची आव्हाने आहेत आणि म्हणूनच प्रत्येक प्रकरणात एक वेगळी रणनीती आवश्यक आहे.""","""He said that each district has its own challenges and therefore a different strategy is required in each case.""","""या प्रत्येक जिल्ह्याला स्वत:ची वेगळी आव्हाने आहेत म्हणूनच या प्रत्येक जिल्ह्यांप्रती वेगवेगळ्या धोरणाची आवश्यकता असल्याचे पंतप्रधान म्हणाले.""","""Each of these districts has its own unique challenges, hence the need for a different strategy towards each of these districts,"" the Prime Minister said."
MAR-train-00189,"""राजा भुमीबोल अदुल्यदज किंवा राम 9, त्याच्या लोकांनी मोठ्या प्रमाणात आदर केला.""","""King Bhumibol Adulyadej, or Rama 9, was greatly respected by his people.""","""राजे भूमीबोल अदुल्ल्यादेज यांना थायलंडच्या जनतेने आदरणीय स्थान दिले आहे.""","""King Bhumibol Adulyadej is respected by the people of Thailand."""
MAR-train-00190,""", : वेस्ट इंडिजची मालिकेत 1-0ने आघाडी""",""", : West Indies lead series 1-0""","""भारत विरुद्ध वेस्ट इंडिज पहिल्या वन डे सामन्यात पाहुण्यांनी बाजी मारली.""","""Visitors win India vs West Indies 1st ODI""."
MAR-train-00191,"""कणकवली शहर सुंदर बनवण्यासाठी ‘विकासात्मक टीमवर्क’""","""'Development Teamwork' to Make Kankavali City Beautiful""","""कणकवली – कणकवली सुंदर शहर बनवायचे आहे.""","""Kankavali – To make Kankavali a beautiful city."""
MAR-train-00192,"""पुढच्या महिन्यात आम्ही पुढील मान की बाटसाठी पुन्हा भेटू.""","""We will meet again next month for the next Maan Ki Baat.""","""पुन्हा एकदा पुढच्या “मन की बात” मधे अवश्य भेटूया.""","""Let's meet again in the next ""Mann Ki Baat""."
MAR-train-00193,"""वर्धा - पंतप्रधान नरेंद्र मोदी यांना हरविण्यासाठी महाराष्ट्रात काँग्रेस-राष्ट्रवादीने 56 पक्षांना एकत्र आणलं आहे.""","""Wardha - Congress-NCP unites 56 parties in Maharashtra to defeat PM Narendra Modi"".","""मात्र देश चालवायला 56 पक्ष नाही 56 इंचाची छाती लागते असा हल्लाबोल मुख्यमंत्री देवेंद्र फडणवीस यांनी विरोधकांवर केला.""",But Chief Minister Devendra Fadnavis attacked the opposition saying that there are no 56 parties to run the country but a 56-inch chest is needed.
MAR-train-00194,"""राजीव यांनी या परिसरात ९० टक्के बेकायदा बांधकामे असल्याचे स्पष्ट केले होते.""","""Rajiv explained that 90 percent of the constructions in the area are illegal.""","""त्यामुळे या परिसरातील बेकायदा बांधकामांचा प्रश्न पुन्हा ऐरणीवर आला होता.""","""Therefore, the issue of illegal constructions in the area came to the fore again."""
MAR-train-00195,"""बिहारच्या तीन जिल्ह्यांना वादळाचा तडाखा, ३२ जण ठार""","""Storm hits three districts of Bihar, 32 killed""","""पाटणा – बिहार राज्यातील तीन जिल्ह्यांना मंगळवारी रात्री वादळाचा जोरदार तडाखा बसला.""","""Patna – Three districts of Bihar state were hit hard by storm on Tuesday night."""
MAR-train-00196,"""ई-वाहन आणि पर्यायी इंधनावर चालणाऱ्या गाड्यांना परमीटची गरज भासणार नसल्याचे केंद्रीय दळणवळण मंत्री नितीन गडकरी यांनी म्हटले.""",Union Transport Minister Nitin Gadkari said that e-vehicles and trains running on alternative fuels will not require permits.,"""तर, ई-वाहन उत्पादित कंपन्यांना ई-वाहन गाड्यांच्या निर्मित्तीकडे लक्ष देण्याचेही सांगितले आहे.""","""So, e-vehicle manufacturing companies have also been asked to focus on manufacturing e-vehicles."""
MAR-train-00197,"""तंत्रज्ञान आमच्या नागरिकांना शिक्षण, आरोग्य सेवा आणि बँकिंग यासारख्या सेवांच्या मोठ्या प्रमाणात प्रवेश करण्यास अनुमती देईल.""","""Technology will allow our citizens to access a greater range of services such as education, health care and banking.""","""शिक्षण, आरोग्यनिगा आणि बँकिंग यांसारख्या आपल्या नागरिकांना उपलब्ध केल्या जाणा-या सेवांमध्ये तंत्रज्ञान फार मोठे बदल घडवणार आहे.""","""Technology is going to revolutionize the services we provide to our citizens, such as education, healthcare and banking."""
MAR-train-00198,"""डेलने २००४ मध्ये इंग्लंडविरुद्धच्या सामन्यात पदार्पण केले होते.""","""Dale made his debut against England in 2004.""","""३६ वर्षीय डेल स्टनने आतापर्यंत ९३ सामने खेळले.""","""Dale Stun, 36, has played 93 matches so far."""
MAR-train-00199,"""बांगलादेशने नाणेफेक जिंकत पाकिस्तानविरुद्ध प्रथम फलंदाजी करण्याचा निर्णय घेतला आहे.""","""Bangladesh have won the toss and elected to bat first against Pakistan.""","""सामन्याची वाटचाल जशी पुढे जाईल तसे या खेळपट्टीवर फलंदाजी करणे आणखी कठीण होईल.""","""It will be more difficult to bat on this pitch as the match progresses."""
MAR-train-00200,"""त्यांनी पंतप्रधानांच्या न्यू इंडियाच्या दृष्टिकोनाचे समर्थन केले.""","""He supported the Prime Minister's New India vision.""","""यामुळे भारताची विकासक्षमता खऱ्या अर्थाने अस्तित्वात येईल असे सांगून उद्योजकांनी पंतप्रधानांच्या नवभारताच्या संकल्पनेचे कौतुक केले.""","""Entrepreneurs hailed the Prime Minister's concept of Nav Bharat, saying that it would bring India's growth potential to life."""
MAR-train-00201,"""एका अंदाजानुसार वाघापेक्षा त्याची मागणी अधिक असून मोठ्या प्रमाणात त्यांना पकडून तस्करी केली जाते.""","""It is estimated that it is more in demand than the tiger and is caught and trafficked in large numbers.""","""मात्र वाघाकडे लक्ष देताना इतर प्राण्यांकडे वनविभागाचे दुर्लक्ष होत असल्याची खंत त्यांनी व्यक्त केली.""","""But he regretted that the forest department is neglecting other animals while focusing on the tiger."""
MAR-train-00202,"""त्यांनी ब्रिक्स रेटिंग एजन्सी स्थापित करण्यासाठी त्वरित कारवाईची मागणी केली आणि असे सांगितले की आफ्रिकेच्या विकासास सहकार्य हे प्राधान्य असले पाहिजे.""","""He called for immediate action to establish a BRICS rating agency and said that Africa's development cooperation should be a priority.""","""ब्रिक्स रेटिंग एजन्सी लवकरात लवकर स्थापन केली जावी तसेच आफ्रिकेच्या विकासासाठी सर्वांनी एकत्र यावे असे मोदी म्हणाले.""",Modi said BRICS rating agency should be set up at the earliest and everyone should come together for the development of Africa.
MAR-train-00203,"""सरकारने सर्वोच्च न्यायालयाच्या निर्णयाला बगल देत पदव्युत्तर वैद्यकीय अभ्यासक्रमाच्या प्रवेशात ७८ टक्क्यांपर्यंत आरक्षण लागू करण्याचा अध्यादेश काढला.""","""Government has passed an ordinance to impose up to 78 per cent reservation in admissions to post-graduate medical courses, defying the Supreme Court order.""","""सरकारचे हे धोरण खुल्या वर्गातील विद्यार्थ्यांना वैद्यकीय अभ्यासक्रमापासून वंचित ठेवण्याचे आहे.""","""This government policy is to deprive open class students of medical courses."""
MAR-train-00204,"""तो अनेक प्रमुख महामार्ग प्रकल्पांचे उद्घाटन आणि पायाभूत दगड ठेवेल.""","""He will inaugurate and lay foundation stones for many major highway projects.""","""तेथे ते काही महत्वाच्या महामार्ग प्रकल्पांचे भूमी पूजन आणि उदघाटन करतील.""","""There he will perform Bhoomi Poojan and inaugurate some important highway projects."""
MAR-train-00205,"""श्री नरेंद्र मोदी यांनी यावर्षी २ सप्टेंबर रोजी प्रधान मंत्री जान आर्थोग्या अभियान - पंडित दिंडेयल उपाध्यायची वर्धापन दिनानिमित्त घोषित केली.""","""Shri Narendra Modi announced Prime Minister Jan Arthogya Abhiyan - Pandit Dindayal Upadhyay Anniversary on 2nd September this year.""","""यावर्षी पंडित दीनदयाळ उपाध्याय यांच्या जयंतीदिनी 25 सप्टेंबरला प्रधानमंत्री जन आरोग्य अभियान सुरु करणार असल्याची घोषणा पंतप्रधानांनी केली.""","""The Prime Minister announced that the Prime Minister will launch the Pradhan Mantri Jan Arogya Abhiyan on September 25, the birth anniversary of Pandit Deendayal Upadhyay this year."""
MAR-train-00206,"""पाकिस्तानमधील तपास यंत्रणा एफआयएने या रिक्षाचालकाला नोटीस पाठविली आहे.""","""The investigation agency in Pakistan FIA has sent a notice to this rickshaw puller.""","""मोहम्मद रशीद असे रिक्षाचालकाचे नाव असून तो कराचीचा रहिवासी आहे.""","""The rickshaw puller's name is Mohammad Rasheed and he is a resident of Karachi."""
MAR-train-00207,"""शहराचे ग्रामदैवत असलेल्या तांबडी जोगेश्वरी मंदिराबाहेर विविध वाद्यांचा गजर करत हे आंदोलन करण्यात आले.""","""The protest was held outside Tambadi Jogeshwari temple, the village deity of the city, with the sound of various instruments.""","""कुंभकर्णासारख्या गाढ झोपलेल्या सरकारला प्रतिकात्मक जागे करण्याचा प्रयत्न असल्याने यावेळी भाजपकडून सांगण्यात आले.""","""It was said by the BJP this time that it was an attempt to symbolically wake up a government like Kumbhakarna, who was fast asleep."""
MAR-train-00208,"""आष्टीत आढळले ‘स्क्रब टायफस’चे १४ संशयित""","""14 Suspects of 'Scrub Typhus' Found in Ashti""","""वर्धा- आष्टी तालुक्यातील रुग्णालयात स्क्रब टायफसचे १४ संशयित रुग्ण आढळून आल्याने आरोग्य विभागात खळबळ उडाली आहे.""","""14 suspected cases of scrub typhus have been detected in a hospital in Wardha-Ashti taluka, causing a stir in the health department."""
MAR-train-00209,"""जुन्या योजना नव्याने अंमलात आणलेल्या योजनांसह सुरूच आहेत आणि एव्हिलवर पुढील योजनेची प्रतीक्षा देखील आहे.""","""The old plans continue with the newly executed plans and the next plan awaits on Evil.""","""जुनी योजना सुरु राहाते, नवी योजनाही सुरु राहाते, येणाऱ्या योजनेची प्रतिक्षा केली जाते आणि असे सतत चालत राहाते.""","""The old plan continues, the new plan continues, the next plan is awaited, and so on and on."""
MAR-train-00210,"""पंतप्रधानांनी प्रतिनिधीमंडळाच्या सदस्यांचे स्वागत केले.""","""The Prime Minister welcomed the members of the delegation.""","""पंतप्रधानांनी शिष्टमंडळातील सदस्यांचे स्वागत केले.""","""The Prime Minister welcomed the members of the delegation."""
MAR-train-00211,"""मार्च, 2006 मध्ये भारत आणि चिली यांच्यातील प्राधान्य व्यापार करारावर (पीटीए) स्वाक्षरी झाली.""","""A Preferential Trade Agreement (PTA) between India and Chile was signed in March, 2006.""","""भारत आणि चिली यांच्यात 2006 साली एका अधिमान्यता करारावर स्वाक्षऱ्या झाल्या होत्या.""","""A preferential agreement was signed between India and Chile in 2006."""
MAR-train-00212,"""लेबर ब्युरोच्या डेटामध्ये केवळ काही क्षेत्रांचा समावेश आहे आणि कार्यपद्धती सर्वेक्षण प्रतिसादकर्त्यांच्या अद्ययावत पॅनेलवर आधारित नाही.""","""The Labor Bureau's data covers only a few sectors and the methodology is not based on an up-to-date panel of survey respondents.""","""कामगार ब्युरोकडून केवळ काही क्षेत्रातलीच आकडेवारी जमा केली जाते आणि त्यांची पद्धतीही निरीक्षक प्रतिसादाच्या अद्ययावत पॅनेलला अनुसरून नसते.""","""Statistics are collected by the Labor Bureau in only a few sectors and their methodology is not in accordance with the updated panel of inspector responses."""
MAR-train-00213,"""त्यांनी सिक्युरिटीज अँड एक्सचेंज बोर्ड ऑफ इंडिया आणि संबंधित केंद्रीय बँक यासारख्या दोन देशांच्या वित्तीय संस्थांमधील सहकार्याचा विस्तार करण्याचा निर्णय घेतला.""","""They decided to expand cooperation between financial institutions of the two countries, such as the Securities and Exchange Board of India and the respective central banks.""","""उभय देशातल्या सेंट्रल बँका तसेच सेबीसारख्या वित्तीय संस्थांमध्ये सहकार्य आणखी वाढविण्याचा निर्णय या नेत्यांनी घेतला.""","""The leaders decided to further enhance cooperation between the central banks of the two countries as well as financial institutions such as SEBI."""
MAR-train-00214,"""भारतात नोंदणीकृत 44 टक्के स्टार्टअप्स टायर 2 आणि टायर 3 शहरांचे आहेत, असेही ते म्हणाले.""","""44 percent of registered startups in India are from Tier 2 and Tier 3 cities,"" he added.","""भारतामध्ये नोंदणीकृत झालेल्या स्टार्टअप युनिट्स पैकी 44 टक्के युनिट्स ही छोट्या शहरांमधील आहेत, असे ते म्हणाले.""","""Of the startup units registered in India, 44 per cent units are in small towns,"" he said."
MAR-train-00215,"""नवी मुंबईतले राष्ट्रवादीचे ५२ नगरसेवक भाजपात जाणार, गणेश नाईकांबाबत संभ्रम!""","""52 corporators of NCP in Navi Mumbai will join BJP, confusion about Ganesh Naik!""","""नवी मुंबई : नवी मुंबईत राष्ट्रवादी काँग्रेसचे ५२ नगरसेवक भाजपात जाणार आहेत.""","""Navi Mumbai: 52 corporators of NCP to join BJP in Navi Mumbai."""
MAR-train-00216,"""परिसरातील भाजी विक्रेत्यांचा हा दिनक्रम आहे.""","""This is the daily routine of the local greengrocers.""","""अवघ्या दोन तासांत भाज्या विकून अगदी ऊन्हे तापू लागण्यापूर्वीच हे भाजी विक्रेते भाजी विकून निघालेले असतात.""","""These vegetable vendors sell vegetables in just two hours before the heat even starts to heat up."""
MAR-train-00217,"""या आत्महत्येचे कारण अद्याप समजू शकलेले नाही.""","""The cause of this suicide is yet to be ascertained.""","""तो ३४ वर्षांचा होता.""","""He was 34."""
MAR-train-00218,"""उत्तराखंडमध्ये नद्यांना महापुराचा धोका कायम, शास्त्रीय पाहणीचा निष्कर्ष; हिमनद्या वितळण्याचे संकट""","""River flood risk remains in Uttarakhand, scientific survey concludes; melting glaciers""","""डेहराडून : हिमनद्या वितळून त्यामुळे येणाऱ्या महापुरांचा उत्तराखंडमधील एक तृतियांश तालुक्यांना गंभीर धोका आहे.""","""Dehradun: One-third of Uttarakhand's taluks face serious threat from melting glaciers and resulting floods""."
MAR-train-00219,"""गुलाबी शहर त्याच्या प्रसिद्ध वाड्यांच्या गुलाबी वाळूच्या दगडांसाठी ओळखले जाते.""","""The Pink City is known for its famous pink sandstone palaces.""","""या शहरातील प्रसिद्ध राजवाड्यांसाठी गुलाबी दगड वापरून बांधकाम करण्यात आले आहे, त्यामुळे या शहराला “गुलाबी शहर” म्हणून ओळखले जाते.""","""The city's famous palaces are built using pink stone, hence the city is known as the ""Pink City""."
MAR-train-00220,"""खत व्यतिरिक्त, ही वनस्पती नैसर्गिक वायू तयार करेल, ज्यायोगे देशाच्या उर्जेच्या आवश्यकतांमध्ये योगदान मिळेल.""","""Apart from fertiliser, the plant will produce natural gas, thereby contributing to the country's energy requirements.""","""या व्यतिरिक्त, या प्रकल्पाद्वारे, अशा नैसर्गिक गॅसची निर्मिती केली जाईल ,जी देशाच्या ऊर्जा गरजांची पूर्ती करेल.""","""Furthermore, through this project, natural gas will be produced, which will meet the country's energy needs."""
MAR-train-00221,"""जेव्हा पर्यटक एखाद्या ठिकाणी भेट देतात, तेव्हा अगदी त्यापैकी अगदी विनाशकारी पैसे खर्च करतात.""","""When tourists visit a place, even the most destructive of them spend money.""","""जेव्हा पर्यटनस्थळी लोक जातात तेव्हा ते काहीना काही खरेदी करतात, खर्च करतात.""","""When people go to a tourist destination, they buy something, they spend."""
MAR-train-00222,"""एंटरटेनमेंटचे कम्प्लीट पॅकेज असलेला डॅशिंग गुरु प्रेक्षकांचे निखळ मनोरंजन करेल यात शंका नाही.""","""The dashing guru with a complete package of entertainment is sure to entertain the audience.""","""एका मागोमाग एक सुपरहिट सिनेमे देणारा आणि महाराष्ट्राचा लाडका सुपरहिरो अंकुश चौधरी या सिनेमातून आपल्याला झकास लुकमध्ये दिसणार आहे.""","""Maharashtra's favorite superhero Ankush Chaudhary, who has given one superhit movie after another, will be seen in a sizzling look in this movie."""
MAR-train-00223,"""या संदर्भात, त्याने खालील उदाहरणे दिली:""","""In this regard, he gave the following examples:""","""याबाबतीत उदाहरणे देताना ते म्हणाले की""","""Giving examples in this regard, he said that"""
MAR-train-00224,"""दोन नेत्यांनी 11 मार्च 2018 रोजी नवी दिल्लीतील आंतरराष्ट्रीय सौर आघाडीच्या संस्थापक शिखर परिषदेचे सह-आयोजन केले.""","""The two leaders co-hosted the International Solar Alliance Founding Summit in New Delhi on March 11, 2018.""","""नवी दिल्ली येथे 11 मार्च 2018 रोजी आयोजित केलेल्या आंतरराष्ट्रीय सौर आघाडीच्या स्थापना परिषदेचे यजमानपद दोघांनी संयुक्तपणे भूषवले.""","""Both jointly hosted the International Solar Alliance Founding Conference held in New Delhi on March 11, 2018."""
MAR-train-00225,"""पोलीस आयुक्तांनी सलग चार दिवसांपासून शहरातील विविध भागात पायी गस्त घालून अवैध व्यावसायिक व गुन्हेगारांची धरपकड मोहीम राबविली.""","""The Commissioner of Police carried out a campaign to arrest illegal traders and criminals by patrolling various areas of the city for four consecutive days.""","""गुरूवारी रात्री त्यांनी राजापेठ पोलीस ठाण्याच्या हद्दीत धाडसत्र राबविले.""","""On Thursday night, they conducted raids in Rajapeth police station limits."""
MAR-train-00226,"""हे त्यांनी स्पष्ट केले की, आमच्या सामाजिक रचनांमध्ये मोठ्या प्रमाणात असंतुलन संबोधित करते.""","""This, he explained, addresses a large imbalance in our social structure.""","""आपल्या सामाजिक रचनेतला मोठा असमतोल दूर करण्यासाठी याचा कसा उपयोग होत आहे हे त्यांनी स्पष्ट केले.""","""He explained how this is being used to address major imbalances in our social structure."""
MAR-train-00227,"""राज्यातील ४ हजारांहून अधिक लोकांना कोरोनाची लागण झाली आहे तर २०० पेक्षा अधिक लोकांचा जीव गेला आहे.""","""More than 4 thousand people in the state have been infected with corona and more than 200 people have lost their lives.""","""राज्यातील कोरोनाचा वाढता प्रार्दुभाव कमी करण्यासाठी ३० एप्रिलपर्यंत लॉकडाऊन मुख्यमंत्री उद्धव ठाकरेंनी जाहीर केले आहे.""",Chief Minister Uddhav Thackeray has announced a lockdown till April 30 to reduce the rising incidence of Corona in the state.
MAR-train-00228,"""मुंबई (प्रतिनिधी) : सुशांत सिंह राजपूतच्या मृत्यू प्रकरणाचा तपास वेगळ्याच दिशेला नेला जात असल्याची त्याच्या कुटुंबियांची भावना आहे.""","""Mumbai (Representative): Sushant Singh Rajput's family feels the investigation into his death is taking a different direction"".","""नवी दिल्ली (वृत्तसंस्था) : सुशांतचे कौटुंबिक वकील विकास सिंह यांनी ट्विट केले की, सीबीआयने सुशांत प्रकरणात आत्महत्येस प्रवृत्त केल्यापासून त्या प्रकरणाचा बदल हत्येच्या प्रकरणात होईपर्यंत होणार उशीरामुळे आता फ्रस्ट्रेशन होत आहे.""","""New Delhi (News Agency): Sushant's family lawyer Vikas Singh tweeted that the CBI is frustrated with the delay in Sushant's case from inciting suicide to murder."""
