PairID,Text1,Text1 Translation,Text2,Text2 Translation
kin_train_00202,Twabibutsa ko iyo miti nta zindi ngaruka igira ku muntu wayikoresheje kuko ikoze mu bimera ikaba ari myimerere.,It should be noted that these medicines have no other side effects on the person who used them because they are made from plants and are natural.,"Muri yo twavugamo nka Ginseng Rh Capsules,A-Power Capsules,Propolis plus Capsules,Soy power capsule,… Twabibutsa ko iyi miti nta ngaruka igira ku muntu wayikoresheje.","Among them we can talk about Ginseng Rh Capsules, A-Power Capsules, Propolis plus Capsules, Soy power capsule,... It should be noted that these drugs have no effect on the person who used them."
kin_train_00203,ACP Twahirwa yavuze ko Mukankomeje ibyo akurikiranyweho bifitanye isano n'ibyaha bishinjwa abahoze ari abayobozi b'Akarere ka Rutsiro barimo Umuyobozi w'Akarere ndetse n'Umunyamabanga Nshingwabikorwa.,"ACP Twahirwa said that Mukankomebe's prosecution is related to the crimes against the former leaders of Rutsiro District, including the District Mayor and the Executive Secretary.",Ni ibyaha bifitanye isano n'ibiregwa abari abayobozi b'Akarere ka Rutsiro byo kunyereza umutungo wa leta n'ibya ruswa.,These are crimes related to the charges against the leaders of Rutsiro District for misappropriation of state resources and corruption.
kin_train_00204,"Muganga Victorien Ndacyayisenga yagize ati “birashimisha cyane kubyara kuri Noheli, ababyeyi benshi baterwa ishema no kwibaruka muri ibi bihe by’iminsi mikuru”.","Doctor Victorien Ndacyayysenga said ""it is very exciting to give birth on Christmas, many parents are proud to give birth during this festive period"".","Yagize ati “birabashimisha, ababyeyi benshi babifata nk’umugisha kubyara kuri Noheli, bakumva ari igikorwa cy’indashyikirwa bagezeho”.","He said ""it makes them happy, many parents consider it a blessing to give birth on Christmas, they feel it is a great work they have achieved""."
kin_train_00205,Tihabyona Jean de Dieu Umuyobozi w'akarere wungirije ushinzwe Ubukungu avuga ko ikigo by'imari Urunana cyatangiye kigaragaza ibikorwa bizamura abaturage nyuma kigira imicungire mibi y'umutungo.,"Tihabyona Jean de Dieu, Deputy Mayor in charge of Economy, says that the Urunana financial institution started with activities that would improve the people and then started to mismanage the resources.","Umuyobozi w'akarere wungirije ushinzwe ubukungu, Imari n'iterambere arashishikariza n'abandi bashoramari kwitabira kugura ibibanza byo kubakamo ibikorwa by'iterambere ku nkombe z'ikiyaga cya Kivu kuko bikiri kuboneka.","The Deputy Regional Mayor in charge of Economy, Finance and Development is encouraging other investors to participate in the purchase of development sites on the shores of Lake Kivu because they are still available."
kin_train_00206,Ibyo Sarpong yemeye Ubuyobozi bwa Rayon Sports bwemeje ko Sarpong yagaruye ibikoresho by’ikipe nk’uko yari yabisabwe.,Sarpong's acceptance Rayon Sports management has confirmed that Sarpong has returned the team's equipment as requested.,Ubuyobozi bwa Rayon Sports bwemeje kandi ko Sarpong yemeye ko atazabaza umushahara w’ukwezi kwa Mata 2020 nk’uko n’abandi bakinanaga babyemeye.,The management of Rayon Sports also confirmed that Sarpong has agreed that he will not ask for his salary for the month of April 2020 as other players have agreed.
kin_train_00207,"Wakomotse ku munyabugesera witwaga Muganza wiyahuye muri Cyohoha, i Bugesera (ubu ni mu Karere ka Bugesera) ahayinga umwaka w’i","He was descended from a Bugesera man named Muganza who committed suicide in Cyohoha, Bugesera (now in Bugesera District) in the year of",Wadukanywe na Gasharankwanzi ka Bureshyo mu Gishubi cya Muganza i Rukoma (Gitarama) ahayinga umwaka w’i,He was killed by Gasharankwanzi of Bureshyo in the village of Muganza in Rukoma (Gitarama) in the year of
kin_train_00208,Guverineri Munyantwari yifatanya n'abaturage ba Cyahinda mu kwibuka ku nshuro ya 22 Jenoside yakorewe Abatutsi.,Governor Munyantwari joins the people of Cyahinda in commemorating the 22nd Genocide against the Tutsis.,Abakozi b'ibigo by'ubucuruzi bine bari bitabiriye uyu muhango wo kwibuka ku nshuro ya 22 Jenoside yakorewe Abatutsi mu Rwanda mu,The employees of four commercial companies participated in the 22nd commemoration of the Genocide against the Tutsis in Rwanda in
kin_train_00209,"Miss Umwiza wakozwe ku mutima n’aba bana, yashimiye ababyeyi bashinze iki kigo ahita yiyemeza kugikorera ubuvugizi.","Miss Umwiza was touched by these children, thanked the parents who founded this center and immediately decided to advocate for it.","Mu kiganiro yagiranye na IGIHE, Miss Umwiza yagize ati ”Ni ukuri nakozwe ku mutima n’aba bana, birababaje nitwe bo kubitaho.”","In an interview with IGIHE, Miss Umwiza said, ""It's true that I was touched by these children, it's sad that we are the ones who take care of them."""
kin_train_00210,"Iyi gahunda yagiye ikorwa muri diyoseze zose zigize u Rwanda, akenshi by'umwihariko biciye muri Komisiyo y'ubutabera n'amahoro, rumwe mu nzego za Kiliziya Gatolika.","This program has been carried out in all the dioceses that make up Rwanda, often especially through the Justice and Peace Commission, one of the Catholic Church's institutions.","Iyi gahunda kandi yagiye ikomereza mu rwego rwa komisiyo y'ubutabera n'amahoro, muri paruwasi zose zo mu Rwanda.","This program has been continuing in the framework of the justice and peace commission, in all parishes in Rwanda."
kin_train_00211,"Dr Byiringiro ati “Imibare muri raporo y’Ishami ry’Umuryango w’Abibumbye ryita ku buzima (OMS) yerekana ko mu mwaka wa 2019-2020 abarwaye igituntu mu Rwanda bari 5,678”.","Dr. Byiringiro said, ""The figures in the report of the United Nations Health Organization (WHO) show that in the year 2019-2020 there were 5,678 people with tuberculosis in Rwanda"".",Ishami ry’Umuryango w’Abibumbye ryita ku Buzima (OMS) rigaragaza ko mu 2018 kanseri zishe abarenga miliyoni 6 muri miliyoni 1 z’abari bazirwaye.,"The World Health Organization (WHO) shows that in 2018, cancer killed more than 6 million of the 1 million people who will get sick."
kin_train_00212,"Karake yasabye abayobozi n'abakozi b'imirenge SACCO gutanga serivisi nziza ku babagana, kuko kwakira neza abakiriya ariryo banga ryo guteza imbere ibikorwa by'ubucuruzi ndetse n'ibindi byose.","Karake urged the leaders and staff of the SACCO sector to provide better service to the people, as customer service is the secret to business development and everything else.","Umutegarugori ucuruza ibiribwa muri iryo soko kuri we ngo yumva kwakira neza abakiriya bivuga kubabwira neza, ndetse no kubaha serivisi batagusabye.","A woman who sells food in the market says that she feels that welcoming customers means being kind to them, as well as giving them services they don't ask for."
kin_train_00213,Abantu benshi ngo bakunze kwinjira mu gikorwa cyo gukora imibonano mpuzabitsina ariko akenshi ngo ugasanga batishimiye uko bateye.,Many people often enter the act of having sex but often find that they are not happy with it.,"Abantu benshi bakora imibonano mpuzabitsina bagamije kugera ku munezero, ariko hari izindi nyungu nyinshi bigira ku mubiri n’ubuzima z’umwihariko.","Most people engage in sex for pleasure, but there are many other special physical and health benefits."
kin_train_00214,"Imibare y’Urwego Ngenzuramikorere, RURA, igaragaza ko kugeza mu Ukuboza 2018, abanyarwanda bangana na 1% ari bo bakoreshaga internet bavuye kuri 9% babarwaga mu","Statistics from the Regulatory Authority, RURA, show that as of December 2018, 1% of Rwandans were using the internet, up from 9%","Imibare ya RURA igaragaza ko kugeza mu Ugushyingo 2018, abaturarwanda bakoresha telefoni ngendanwa bari 63%, bangana na 9,640,","RURA figures show that as of November 2018, 63% of Rwandans use mobile phones, amounting to 9,640."
kin_train_00215,"Icyo gihe Radio Rwanda yatangaje ko Koreya ya Ruguru yemeye gufasha u Rwanda mu bijyanye n’amahugurwa y’urubyiruko, kubaka inzu mberabyombi y’urubyiruko n’ibindi.","At that time, Radio Rwanda announced that North Korea has agreed to help Rwanda in terms of youth training, building a youth center, etc.","Uwo mwaka kandi Koreya yemeye gufasha u Rwanda mu mishinga irimo uwo kubaka ikigo cy’amashuri cyakira abanyeshuri 400, kubaka ibitaro n’uruganda rw’ibireti.","That same year, Korea agreed to help Rwanda in projects including the construction of an educational center for 400 students, the construction of a hospital and a tire factory."
kin_train_00216,"Abanyarwanda batahuka mu Gihugu bemerewe gutaha, ariko bagahita bashyirwa mu kato (isolation) k’iminsi 14 ahantu habugenewe. g.","Rwandans who do not leave the country are allowed to go home, but they are immediately put in isolation for 14 days in a designated place. g.","Abanyarwanda n’abandi bantu basanzwe batuye mu Rwanda bemerewe gutaha, ariko bagahita bashyirwa mu kato nk’uko amabwiriza y’inzego z’ubuzima abiteganya.","Rwandans and other people who normally live in Rwanda are allowed to return home, but they are immediately placed in quarantine according to the instructions of the health authorities."
kin_train_00217,"Umuvugizi wungirije, Musanabaganwa Eugenie ubarizwa mu Ishyaka rya PSP wasimbuye Depite Mukama Abbas.","The Deputy Speaker, Ms. Eugenie, who is from the PSP Party, replaced Deputy Mukama Abbas.",Depite Munyangeyo ubarizwa mu ishyaka riharanira Ukwishyira ukizana kwa buri muntu(PL) yamamajwe kuri uyu mwanya wenyine atorwa ku majwi 100% Musanabaganwa Eugenie wabaye umuvugizi wungirije,"MP Munyangeyo, who belongs to the People's Liberation Party (PL), was announced for this position alone and was elected with 100% of the votes."
kin_train_00218,"Semujanaga ati ""Igitabo cyanditswe n'abantu benshi, twahuje abantu bababajwe n'abapfobya n'abahakana Jenoside yakorewe Abatutsi.","Semujanaga said, ""The book was written by many people, we brought together people who suffered and those who underestimated and denied the Genocide against the Tutsis.","Semujanga atangaza ko abantu bakwiye kubaka igihugu gishingiye ku mahame yubaka, umuntu agahabwa agaciro mu gihugu, harwanywa abapfobya n'abahakana Jenoside yakorewe Abatutsi.","Semujanga declares that people should build a country based on constructive principles, people should be valued in the country, and fight against those who underestimate and deny the Genocide committed against the Tutsis."
kin_train_00219,"Umuyobozi w'Akarere ka Ruhango wungirije ushinzwe imibereho myiza y'abaturage Kambayire Annonciata, yamaganiye kure ibyakozwe n'ibi bitaro bya Kinazi avuga ko bagomba kumurekura akishyura ari hanze.",Ruhango District Mayor Deputy Social Welfare Officer Kambayire Annonciata has strongly condemned what was done by these Nazi hospitals saying that they should release him if he pays while he is outside.,Tihabyona Jean de Dieu Umuyobozi w'akarere wungirije ushinzwe Ubukungu avuga ko ikigo by'imari Urunana cyatangiye kigaragaza ibikorwa bizamura abaturage nyuma kigira imicungire mibi y'umutungo.,"Tihabyona Jean de Dieu, Deputy Mayor in charge of Economy, says that the Urunana financial institution started with activities that would improve the people and then started to mismanage the resources."
kin_train_00220,APR FC yari ihanganye na Rayon Sports yo yatakaje amanota abiri i Nyakinama aho yanganyije na Musanze FC ubusa ku busa.,APR FC was facing Rayon Sports who lost two points in Nyakinama where they drew with Musanze FC in a goalless draw.,Muhadjili Hakizimana wagoye ububwugarizi bwa Rayon Sports cyane Michel Rusheshango wagiye mu kibuga asimbuye niwe wafashije APR FC kubona amanota,Muhadjili Hakizimana made it difficult for Rayon Sports management. Michel Rusheshango went to the field to replace him and he helped APR FC get points.
kin_train_00221,Iki giterane kizajya gitangira saa kumi z’umugoroba gisozwe saa moya n’igice z’ijoro (16h00 Pm -19:30 Pm.),This meeting will start at 10:00 PM and end at 7:30 PM (4:00 PM - 7:30 PM).,Iki gikorwa kizajya gitangira saa mbiri n’igice gisozwe saa kumi n’imwe mu minsi itatu.,This event will start at 2:30 pm and end at 5 pm for three days.
kin_train_00222,Ingendo hagati y’intara zitandukanye cyangwa intara n’Umujyi wa Kigali ziremewe ariko kujya no kuva mu Turere twa Rusizi na Rubavu birabujijwe.,Travel between different provinces or provinces and the City of Kigali is allowed but travel to and from Rusizi and Rubavu Districts is prohibited.,Ingendo mu modoka rusange mu turere twa Rubavu na Rusizi zirabujijwe.,Travel by public transport in Rubavu and Rusizi areas is prohibited.
kin_train_00223,"BNR nayo ikora igenzura ry’ubwo busabe yasanga bufite ishingiro, ikagarura amafaranga kuri konti y’umukiriya muri Banki y’ubucuruzi iba yanditse isaba ko amafaranga agarurwa.","BNR also checks the request and finds that it is justified, and returns the money to the customer's account in the Commercial Bank if he has written a request for the money to be returned.","Murabizi Minisiteri iba ifite amafaranga mu mpapuro, twe tubyigaho tukabyohereza muri Minecofin, nayo ikabyohereza muri BNR noneho amafaranga akajya kuri konti zabo.","You know, when the Ministry has money in paper, we study it and send it to Minecofin, which in turn sends it to BNR and then the money goes to their accounts."
kin_train_00224,"East Africa’s Got Talent ku nshuro yayo ya mbere u Rwanda ni kimwe mu bihugu byemerewe kuyitabira aho rwahuriye n’ibindi birimo Uganda, Tanzania na Kenya.","East Africa's Got Talent, for the first time, Rwanda is one of the countries allowed to participate where it joined Uganda, Tanzania and Kenya.","Iya mbere ni umubano mwiza uri hagati ya Mali n'u Rwanda, ndetse u Rwanda ni kimwe mu bihugu bifite abapolisi bagiye kugarura amahoro muri Mali.","The first is the good relationship between Mali and Rwanda, and Rwanda is one of the countries that have police officers who are going to restore peace in Mali."
kin_train_00225,IP Kayigi yavuze ko iperereza rikomeje kugira ngo hafatwe abandi bakekwaho gufatanya na Miruho gukora iki cyaha.,IP Kayigi said that investigations are ongoing to arrest other suspects who collaborated with Miruho to commit this crime.,IP Kayigi yavuze ko iperereza kuri ubu bwicanyi rigikomeje kugira ngo uyu mugabo akorerwe dosiye ashyikirizwe ubutabera.,IP Kayigi said that the investigation into the murder is ongoing so that the man can be brought to justice.
kin_train_00226,"Tubibutse ko iyi kipe ariyo yakuyemo ikipe ya APR FC yo mu Rwanda, mu irushanwa ry’Amakipe yabaye aya mbere iwayo iyi tsinzwe ibitego 3-",We remind you that this team is the one that took out the APR FC team from Rwanda.,Aya makipe yombi afitanye amateka kuko ikipe ya Sunrize niyo kipe yashoboye gutsinda APR FC ibitego byinshi muri shampiyona y'umwaka ushize.,The two teams have a history with each other as Sunrize was the team that scored the most goals against APR FC in last year's league.
kin_train_00227,Aka kamashine kiswe akagabanyamuvuduko katangijwe ku mugaragaro ngo gakoreshwe n'imodoka zitwara abantu n'ibintu mu buryo bwa rusange.,The so-called speed reducer was officially launched for use by public transport vehicles.,Aka kamashini gateganya ko imodoka zitwara abantu n'ibintu mu buryo rusange zitagomba kurenza umuvuduko wa kilometero 60 ku isaha (60km/h),This machine stipulates that vehicles carrying people and goods in general must not exceed the speed of 60 kilometers per hour (60km/h).
kin_train_00228,"Iki gitaramo kizaba ku Cyumweru tariki ya 24 Ugushyingo 2013, muri Serena Hotel, aho kizatangira i saa kumi n'imwe z'umugoroba, gisozwe saa mbiri z'umugoroba.","The show will take place on Sunday, November 24, 2013, at the Serena Hotel, starting at 5:00 pm and ending at 2:00 pm.",Ubwirakabiri bwari bwitezwe bashyize buraboneka ku gicamunsi cyo kuri iki Cyumweru tariki ya 3 Ugushyingo 2013 ahagana saa kumi n'iminota cumi n'itatu (4:13PM).,"The expected solar eclipse will be visible on the afternoon of Sunday, November 3, 2013 at around 4:13 PM."
kin_train_00229,Depite Munyangeyo ubarizwa mu ishyaka riharanira Ukwishyira ukizana kwa buri muntu(PL) yamamajwe kuri uyu mwanya wenyine atorwa ku majwi 100% Musanabaganwa Eugenie wabaye umuvugizi wungirije,MP Munyangeyo who belongs to the People's Freedom Party (PL) was announced for this position alone and was elected with 100% of the votes.,"Kuri uyu mwanya hari hatanzwe abakandida Hon Mukabalisa na Depite François Byabarumwanzi, gusa Hon Mukabalisa yaje guhatana wenyine atorwa ku majwi 569 kuri","At this time there were candidates Hon Mukabalisa and Deputy François Byabarumwanzi, but Hon Mukabalisa came to compete alone and was elected with 569 votes."
kin_train_00230,Mutoni Jane umuyobozi w’akarere ka Rwamagana wungirije ushinzwe imibereho myiza avuga ko ikigo iyo kikiri gishya buri gihe kidashobora gutangirana serivise zose.,"Mutoni Jane, Rwamagana district head and deputy social worker, says that when the center is new, it cannot always start with all the services.","Jacqueline Murekatete, Umuyobozi w'Akarere ka Kirehe Wungirije ushinzwe Imibereho Myiza y'Abaturage, ashima ibikorwa by'abikorera kuko ngo bisanzwe binagira uruhare ku iterambere ry'akarere.","Jacqueline Murekatete, the Mayor of Kirehe District and the Assistant in charge of Community Welfare, appreciates the activities of the private sector because they also contribute to the development of the region."
kin_train_00231,"Ukeneye iyi miti, wagana aho Horaho Life ikorera mu nyubako yo kwa Rubangura muri etage ya 3, mu muryango wa 302 cyangwa ukabahamagara kuri 0789433795/","If you need these medicines, you can go to the Horaho Life office at Kwa Rubangura building on the 3rd floor, door 302 or call them at 0789433795/","Izo nyunganiramirire ziboneka muri Horaho life company ikorera mu mujyi wa Kigali kwa Rubangura, etage 3, umuryango","These nutritional supplements are available at Horaho life company located in Kigali city at Rubangura, 3rd floor, door"
kin_train_00232,"Muri Kanama 2016, nibwo Kiliziya Gatolika mu Rwanda yafashe icyemezo cyo guhagarika gutanga serivisi zo kuboneza urubyaro hifashishijwe uburyo butari ubwa kamere.","In August 2016, the Catholic Church in Rwanda decided to stop providing family planning services through non-natural methods.",Rukamba yavuze ko Kiliziya Gatolika isanzwe itemera ibyo kuboneza urubyaro bidakozwe mu buryo bwa kamere.,Rukamba said that the Catholic Church generally does not approve of non-natural birth control.
kin_train_00233,FOTO/Faustin Nkurunziza NB: Mu nkuru zacu zitaha turabagezaho uko abandi bahanzi nabo bitwaye VIDEO: Eliel Sando,PHOTO/Faustin Nkurunziza NB: In our next stories we will tell you how other artists are doing VIDEO: Eliel Sando,Minisitiri w'uburezi w'u Rwanda ahererekanya amasezerano n'uwari uhagarariye Microsoft [email protected],The Minister of Education of Rwanda handed over the contract to the representative of Microsoft [email protected]
kin_train_00234,Inkuru bijyanye: Miss Rwanda: Abakobwa 20 bazajya mu mwiherero bamenyekanye Amafoto: Miss Rwanda MENYA UMWANDITSI Gentil Gedeon Ntirenganya Umunyamakuru wa Kigali Today/KT Radio  gentil_gedeon,Related stories: Miss Rwanda: 20 girls who will go to the retreat are recognized Photos: Miss Rwanda KNOW THE AUTHOR Gentil Gedeon Ntirenganya Reporter of Kigali Today/KT Radio gentil_gedeon,Inzu 72 zashumbushijwe abarokotse Jenoside b’i Huye enye zigiye zifatanye MENYA UMWANDITSI Marie Claire Joyeuse Umunyamakuru wa Kigali Today/KT Radio  JoyeuseC,"The 72 houses looted by Genocide survivors in Huye, four of them are connected."
kin_train_00235,"Umukino wahise urangira amakipe yombi anganya igitego kimwe kur kimwe, umutoza Gatera Alphonse wa Espoir yavuze ko nubwo anganyije umukino ariko bimubabaje kuko yibwe penaliti.","The match ended with both teams tied at one goal, coach Gatera Alphonse of Espoir said that even though the match was tied, he was disappointed because the penalty was stolen.","Mu gice cya kabiri, Nshuti Dominique Savio wagiye mu kibuga asimbuye, yatsindiye APR igitego cyo kwishyura, umukino urangira amakipe yombi anganya igitego 1-","In the second half, Dominique Savio, who came on as a substitute, scored APR's penalty goal, and the game ended with both teams tied at 1-1."
kin_train_00236,Padiri mukuru wa Paruwasi Regina Pacis avuga ko muri iki cyumweru (gitagatifu) abemera kiristu ndetse n' abatamwera bakwiye kurangwa n' urukundo no kwicisha bugufi.,"The head priest of the Parish, Regina Pacis, says that in this (holy) week, Christians and non-believers should be characterized by love and humility.",Ni ibintu Padiri mukuru wa paruwasi Regina Pacis Remera Charles Ntabyera avuga ko ababikora bagomba kubikora bazi impamvu babikora.,It is something that the High Priest of Regina Pacis Remera Parish Charles Ntabyera says that those who do it should know why they are doing it.
kin_train_00237,Bazafatanya n’amatsinda yo kuramya no guhimbaza Imana ya Alarm Ministries na Healing Worship Team ndetse na Pasiteri Wilson Bugembe ukorera ivugabutumwa muri Uganda.,They will join the worship and praise teams of Alarm Ministries and Healing Worship Team and Pastor Wilson Bugembe who is doing evangelism in Uganda.,“True Worship Live Concert” yanatumiwemo amatsinda yo mu Rwanda arimo Shekinah Worship Team ya ERC Masoro na Alarm Ministries ndetse n’umuhanzi Sam Rwibasira.,"""True Worship Live Concert"" also invited groups from Rwanda including Shekinah Worship Team of ERC Masoro and Alarm Ministries and artist Sam Rwibasira."
kin_train_00238,"Shyaka Anastase, yavuze ko gushyira iyi midugudu muri Guma mu Rugo bigamije kurinda abayirimo n’abari hanze yayo, asaba abaturage kumva ko atari igihano.","Shyaka Anastase, said that putting these villages in Guma mu Rugo aims to protect those inside and outside it, asking the people to understand that it is not a punishment.",Ibice by’iriya midugudu yashyizwe muri Guma mu Rugo birashyirwaho ibimenyetso byerekana ko abayirimo bagumamo imbere kugira ngo batagira aho bahurira n’abari hanze yayo.,The parts of the villages that are included in Stay at Home are marked with signs that the residents stay inside so that they do not have any contact with those outside.
kin_train_00239,"Mu butumwa yatanze, Infantino yagize ati “ Evariste Mutuyimana yari umukinnyi w’ingenzi muri Rayon Sports nyuma yaho yari amaze imyaka ibiri akinira Sofapaka muri Kenya.","In his message, Infantino said: “Evariste Mutuyimana was a key player in Rayon Sports after which he played for Sofapaka in Kenya for two years.",Yavuze ko amaze imyaka ibiri mu Rwanda ariko ngo muri Rayon Sports bamukoreye Surprise ikomeye.,He said that he has been in Rwanda for two years but Rayon Sports gave him a big surprise.
kin_train_00240,Ni umukino wari wakiriwe na Marines kuri Stade Umuganda kuri uyu wa Gatandatu tariki 19 Mutarama,"It was a game hosted by Marines at Umuganda Stadium on Saturday, January 19",Umukino wo kwishyura uteganyijwe ku wa Gatandatu tariki 19 Mutarama 2019 saa 15:30 kuri Stade Huye.,The play-off is scheduled for Saturday 19 January 2019 at 15:30 at Stade Huye.
kin_train_00241,Reba hano amashusho y’indirimbo ’Pango’ Uyu muhanzikazi avuga ko hari izindi ndirimbo nyinshi ari gukoraho zirimo izarangiye yiteguye kugeza ku bakunzi b’umuziki n’abanyarwanda muri rusange.,"Watch the video of the song 'Pango' here. The singer says that there are many other songs he is working on, which will be finished and ready to be shared with music lovers and Rwandans in general.",Reba hano amashusho y’indirimbo ’Pango’,Watch the music video for 'Pango' here
kin_train_00242,"Umugabo avuga ko atanyuzwe mu kuryamana kwe n'umugore we, mu gihe umugore we atanyurwa mu kwerekwa urukundo (affection) umugabo we.","A man says that he is not satisfied with his sex with his wife, while his wife is not satisfied with showing affection to her husband.",Zimwe mu nzira umugabo yakoresha yereka urukundo (affection) umugore we harimo imvugo nziza n'amagambo meza aho bibaye ngombwa yaririmbira umugore we.,Some of the ways a man can show his affection to his wife include good language and good words where necessary he would sing to his wife.
kin_train_00243,Uburyo bworoshye bwo kwereka umugore ko umukunda Mu bintu abagore bakunda biza ku mwanya wa mbere harimo gukundwa kimwe nuko abagabo benshi bakunda kubahwa.,Simple Ways to Show a Woman You Love Her One of the things women love most is to be loved and most men love to be respected.,Gufata umwanya ukanezeranwa n’abana bawe Ibi byo abagabo benshi barabitsinda ariko ntibazi ko ari uburyo bumwe bwo kwereka abagore babo ko babakunda.,Taking time to trust your children This is what many men do but they don't know that it is one way to show their wives that they love them.
kin_train_00244,"Uwimana Jean Pierre, ni umuvugabutumwa ariko mu kazi gasanzwe akaba ari umwarimu muri Kaminuza y’u Rwanda aho yigisha mu ishuri ry’Itangazamakuru n’Itumanaho.","Uwimana Jean Pierre, is an evangelist but in his regular job he is a teacher at the University of Rwanda where he teaches in the School of Journalism and Communication.","Umwarimu muri Kaminuza y’u Rwanda akaba n’inzobere mu by’imitekerereze ya muntu n’ubuzima bwo mu mutwe, Prof.","A professor at the University of Rwanda and an expert in psychology and mental health, Prof."
kin_train_00245,"Ibi babivuze ubwo basuraga urwibutso rwa Jenoside rwa Kigali ku Gisozi, birebera ndetse banasobanurirwa amateka ya Jenoside yakorewe Abatutsi mu","They said this when they visited the Kigali Genocide Memorial on Gisozi, where they saw and were told the history of the Genocide against the Tutsis.",Dupaquier yakoze mu rukiko mpuzamahanga mpanabyaha rwashyiriweho u Rwanda (TPIR) ndetse yandika ibitabo byinshi bigaruka kuri jenoside yakorewe abatutsi mu,Dupaquier worked at the International Criminal Tribunal for Rwanda (ICTR) and wrote several books on the genocide against the Tutsi in
kin_train_00246,"Korali ya ADEPR NAMUR iri kuzuza imyaka ibiri itangiye ivugabutumwa, yijeje abakunzi bayo ko izakomeza kubagezaho ibihangano bihembura abakunzi b’umusaraba.","The ADEPR NAMUR Choir is celebrating two years of evangelization, assuring its fans that it will continue to provide them with works that reward the lovers of the cross.",Korali ya ADEPR NAMUR mu Bubiligi yasohoye indirimbo yise “YEGO” Korali ya ADEPR NAMUR iri kuzuza imyaka ibiri itangiye ivugabutumwa rinyuze mu ndirimbo,"ADEPR NAMUR Choir in Belgium released the song ""YES"" ADEPR NAMUR Choir is celebrating two years of evangelism through song"
kin_train_00247,APR FC yakomeje kurusha Amagaju ndetse inahusha ibitego gusa umukino wenda kurangira Amagaju nayo yabonye igitego cy'impozamarira umukino urangira ku bitego 2-,APR FC continued to beat Amagaju and conceded only two goals in the game.,"APR FC itozwa na Jimmy Mulisa yatangiye umukino igaragaza urwego rwo hejuru, ihererekanya neza kurusha Rayon Sports byanayihesheje igitego hakiri kare.","APR FC coached by Jimmy Mulisa started the game with a high level, passing better than Rayon Sports gave them an early goal."
kin_train_00248,"Aya makuru ariko yamaganirwa kure na Minisitiri Mushikiwabo uvugira u Rwanda, washimangiye ko nta musirikari w’u Rwanda wigeze akandagira ku butaka bwa Kongo.","This information was discussed at a distance by Minister Mushikiwabo speaking for Rwanda, who emphasized that no Rwandan soldier has ever set foot on Congolese soil.","Abinyujije kuri Twitter, Minisitiri w'Ububanyi n'Amahanga w'u Rwanda, Louise Mushikiwabo yagaragaje ko u Rwanda rwifatanyije na Turikiya nyuma y'icyo gitero.","Through Twitter, the Minister of Foreign Affairs of Rwanda, Louise Mushikiwabo expressed that Rwanda has joined Turkey after the attack."
kin_train_00249,"Umuyobozi Wungirije mu Kigo cy’Igihugu cyita ku Buzima (RBC) ushinzwe Laboratwari n’Ikigo cyo gutanga amaraso, Dr.","The Deputy Director of the National Health Center (RBC) in charge of the Laboratory and Blood Donation Center, Dr.","Umuyobozi w’Urugaga rw’Abakora Umwuga w’Ubuvuzi, Dr Gasherebuka Jean Damascène Umuyobozi Wungirije muri RBC ushinzwe Laboratwari n’Ikigo cyo gutanga amaraso, Dr.","Director of the Association of Medical Professionals, Dr. Gasherebuka Jean Damascène, Deputy Director at RBC in charge of the Laboratory and Blood Donation Center, Dr."
kin_train_00250,Ikosa rikomeye Sarpong yirukaniwe rikubiye mu kiganiro aheruka kugirana na Royal FM ayo yatangaje ko Munyakazi Sadate adakwiriye kuyobora Rayon Sports.,The biggest mistake Sarpong got fired from is contained in his last interview with Royal FM which declared that Munyakazi Sadate is not fit to run Rayon Sports.,"Nyuma y’umwaka amaze atorewe kuyobora Rayon Sports, Munyakazi Sadate yageneye ubutumwa abafana ba Rayon Sports.","A year after he was elected to lead Rayon Sports, Munyakazi Sadate has a message for Rayon Sports fans."
kin_train_00251,"Rayon Sports ishobora kandi kuguza amafaranga muri SKOL mu gihe iyakeneye mu bikorwa bitandukanye byihutirwa, ikagira uburyo iyishyuramo binyuze mu masezerano ifitanye n’uyu muterankunga wayo.","Rayon Sports can also borrow money from SKOL when it needs it for various urgent activities, and have a way to pay it through the agreement with this sponsor.","Hejuru y’ibi, Skol igira kandi uruhare no mu bikorwa by’abafana ba Rayon Sports birimo igihembo cy’umukinnyi w’ukwezi wa Rayon Sports, cyatangijwe n’itsinda ry’abafana “March’ Generation”.","On top of this, Skol is also involved in Rayon Sports fan activities including the Rayon Sports Player of the Month award, which was initiated by the fan group “March' Generation”."
kin_train_00252,Naho ku isaha ya Saa Kumi n'ebyiri (18h00) ikipe y'igihugu ya Maroc ikazacakirana n'ikipe y'igihugu ya Cote d'Ivoir.,And at 16:00 (18:00) the national team of Morocco will play against the national team of Cote d'Ivoire.,Umukino ukurikiraho urahuza ikipe ya Zambia ana Uganda ku isaha ya saa kumi n'ebyiri z'umugoroba.,The next match is between Zambia and Uganda at 6:00 p.m.
