PairID,Text1,Text1 Translation,Text2,Text2 Translation,Score
Pair_ID_amh_train_154,ለዘመድ ጥየቃ ወደ ላስታ ያቀኑትን አንዲት ዘመዳቸውን ተከትለው አዲስ አበባ ገቡ ::,They entered Addis Ababa following a relative who had gone to Lasta to ask for a relative.,ቅንጅት የፈረሰበትን ምክንያት ለመናገር እንደማይፈልጉ ወ/ት ብርቱካን አስታወቁ ።,Mr. Orange announced that they do not want to say the reason for the dissolution of the coalition.,0.14
Pair_ID_amh_train_155,“እብዶች አይደለንም ፤ ቀድመን የኒውክሌር ጦር መሣሪያ አንተኩስም” ፑቲን ።,"“We are not crazy; ""We will not launch nuclear weapons first,"" Putin said.",ስለዚህም የክሪፕቶ ዝርፊያው ያሉባትን ጉድለቶች ለመሸፈን በእጅጉ እንደሚጠቅማት ተንታኞች ይናገራሉ ።,"Therefore, analysts say that the crypto-jacking will greatly help it to cover its shortcomings.",0.31
Pair_ID_amh_train_156,ጠ/ሚ ዶክተር አብይ ከአሜሪካው የውጭ ጉዳይ ሚኒስትር ጋር በስልክ ተወያዩ) - - ።,Prime Minister Dr. Abiy had a phone conversation with the US Secretary of State.,ጠ/ሚ ዶ/ር አብይ ከጃፓን ውጭ ጉዳይ ሚኒስትር ጋር ተወያዩ) - - ።,Prime Minister Dr. Abiy discussed with the Minister of Foreign Affairs of Japan) - -.,0.53
Pair_ID_amh_train_157,መብራት ኃይልዬ : ችግሩ የተፈጠረው በግ ።,My lamp power: The problem is caused by sheep.,ችግሩ የተፈጠረው ስላልቻለ ነው ፡፡,The problem is that he couldn't.,0.27
Pair_ID_amh_train_158,አዎ ፣ነኝ ፤አንተስ ኢትዮጵያዊ ነህ ?,"Yes, I am; are you Ethiopian?",አዎ እኔ ደርግ ነኝ ።,"Yes, I am a Derg.",0.28
Pair_ID_amh_train_159,እስከ ምድር ዳርቻ ድረስ ጦርነትን ይሽራል ።,He will abolish war to the ends of the earth.,መጽሐፍ ቅዱስ ይሖዋ “እስከ ምድር ዳርቻ ድረስ ጦርነትን ይሽራል ” ሲል ይነግረናል ።,"The Bible tells us that Jehovah will ""abolish war to the ends of the earth.""",0.72
Pair_ID_amh_train_160,እየተናፈቀ እንዴት ነው ሚረሳው ።,How can you miss him while you miss him?,ስለራቀ ብቻ ሰው እንዴት ነው ሚረሳው ።,How can one forget just because it is far away.,0.48
Pair_ID_amh_train_161,ዘሪቱ ፡ እ. . . ማንንም ሳላይ ነው መጻፍ የጀመርኩት ።,The seed: . . I started writing without seeing anyone.,መጻፍ የጀመርኩት ከልጅነቴ ስለሆነ ።,I started writing since I was a child.,0.47
Pair_ID_amh_train_162,ይሁን ግድ የለም ፤ አይከፋኝም ፡፡,It doesn't matter; I don't mind.,ይሁን ግድ የለም ፤ ደህና ፡፡,It doesn't matter; all right .,0.67
Pair_ID_amh_train_163,ስለዚህ ጥያቄው የቀረበበት መንገድ በሚገባ መታየት አለበት ።,"Therefore, the manner in which the question is presented must be carefully considered.",ስለዚህ ይሄ ተለይቶ መታየት አለበት ፡፡,So this needs to be looked at separately.,0.5
Pair_ID_amh_train_164,“ታሞ ከመማቀቅ አስቀድሞ መጠንቀቅ” ይላሉ አበው ።,"""Be careful before getting sick,"" says the abbot.",ታሞ ከመማቀቅ አስቀድሞ መጠንቀቅ አብዛኛዎቹን በሽታዎች አስቀድመን መከላከል እንችላለን ።,We can prevent most diseases in advance by being careful before getting sick.,0.95
Pair_ID_amh_train_165,አየር መንገዱ ከዛሬ ጀምሮ የበረራ አገልግሎት መጀመሩን ከአየር መንገዱ ያገኘነው መረጃ ያመላክታል ፡፡,The information we received from the airline indicates that the airline has started flight services from today.,በተጨማሪም ከኢትዮጵያ ውጭ የስድስት ሃገራት ዜጎች መመረቃቸውን ከአየር መንገዱ ያገኘነው መረጃ ያመላክታል ፡፡,"In addition, the information we received from the airline indicates that citizens of six countries outside of Ethiopia have graduated.",0.59
Pair_ID_amh_train_166,40 ሺህ ከፍታ ላይ ።,At an altitude of 40 thousand.,የኢትዮጵያ ከፍታ የሚል . ።,The height of Ethiopia. .,0.28
Pair_ID_amh_train_167,በድህረ ወሊድ ዋና የመንፈስ ጭንቀት መንስኤ ሊሆኑ የሚችሉ ምክንያቶች የሚከተሉትን ያካትታሉ ፡፡,Possible causes of major postpartum depression include:,ከይሖዋ ጋር በተያያዘ ሁኔታ ግን ይቅር የሚለው አንድ ወገን ብቻ ነው ።,"But in the case of Jehovah, only one side forgives.",0.23
Pair_ID_amh_train_168,የአንዳንድ ፖለቲከኛ ክፋቱ ፈጣሪ ን እንደቆሎ ጓደኛው ማየቱ ፣ _ ዘረኝነት ይውደም !,"Seeing the creator of some politician's evil as his friend, _ Let racism be destroyed!",ጠዋት ጠዋት ትዳር ያምረኛል ጥርስ የማያስከድን አስቂኝ ወግ) - - ።,"In the morning, marriage is beautiful.",0.16
Pair_ID_amh_train_169,መስከረም 25 ፣2013/ በኢትዮጵያ ተጨማሪ 618 ሰዎች በኮሮና ቫይረስ ተያዙ ።,"September 25, 2013/ 618 more people were infected with corona virus in Ethiopia.",መስከረም 6 ፣2013/ በኢትዮጵያ ተጨማሪ 738 ሰዎች በኮሮና ቫይረስ ተያዙ ።,"September 6, 2013/ 738 more people were infected with corona virus in Ethiopia.",0.64
Pair_ID_amh_train_170,«በጣም ደስ የሚል ስሜት ነበር ።,"""It was a very pleasant feeling.",በዚህ ዝግጅት ላይ በመሳተፊ በጣም ደስ ይላል ደስ ብሎኛል ።,I am very happy to participate in this event.,0.61
Pair_ID_amh_train_171,በሕገ-ወጥ መንገድ የተገኘን ገንዘብ ሕጋዊ ማስመሰል እና በአደንዛዥ እጽ ዝውውር ተጨማሪ ክሶች ተመስርተውበታል ።,Additional charges of money laundering and drug trafficking have been filed against him.,በአቶ ዲንቁ ዳያሳ ላይ የሚደርሰው ጥቃት በእኔ ላይ የተደረገ ጥቃት አድርጌ እወስዳለሁ ።,I take the attack on Mr. Dingku Dayasa as an attack on me.,0.16
Pair_ID_amh_train_172,አልፎ አልፎ ደግሞ ሰርቶ ማሳያ !,Sometimes a demonstration!,ከተራ ጉዳይ አስፈፃሚነት ወደ ጥብቅና የሚሸጋገሩም አልፎ አልፎ ይገኛሉ ፡፡,There are also occasional ones who move from being an executive to an advocate.,0.3
Pair_ID_amh_train_173,ወደ ጎን አንድ ሜትር ራቅ !,One meter to the side!,ሌሎቹ የኢንዱስትሪ ፓርኮች ራቅ ራቅ ያሉ ቦታዎች ናቸው ።,Other industrial parks are more remote locations.,0.25
Pair_ID_amh_train_174,"ስነ ፅሁፍ ፡ ""የአንዳንድ ቋንቋዎች የበላይነት ባህልን እያጠፋ ነው"" ኬንያዊው ደራሲ ጉጊ ።","Literary: ""The dominance of certain languages is destroying culture"" Kenyan author Gugi.",ፀሐፊው አክለውም የአንዳንድ ቋንቋዎች የበላይነት ባህልን እያጠፋ ነው ለመግባባትም እክል መሆኑንም አስረድተዋል ።,The writer added that the dominance of some languages is destroying culture and is a hindrance to communication.,0.59
Pair_ID_amh_train_175,( ለ) ቁርጥ ውሳኔያችን ምን መሆን ይኖርበታል ?,(b) What should be our determination?,እንግዲያው ከይሖዋ ድርጅት ጋር እኩል መራመድ ቁርጥ ውሳኔያችን ይሁን ።,"So, let it be our resolve to keep pace with Jehovah's organization.",0.67
Pair_ID_amh_train_176,“ነፃና ገለልተኛ አካላት መፍጠር ገና አልተጀመረም” ።,"""The creation of independent and independent bodies has not yet begun.""",ኢትዮጵያ ውስጥ ነፃና ገለልተኛ አካላት የመፍጠር ጉዳይ ገና አልተጀመረም ፡፡,The issue of creating independent and independent bodies in Ethiopia has not yet started.,0.75
Pair_ID_amh_train_177,ዘገባዉ ፣ ሳዑዲ አረቢያ እና የተባበሩት አረብ ኤሚሬቶች በሺሕ የሚቆጠሩ ኢትዮጵያዉያንን ማባረራቸዉን በዝርዝር ያስረዳል ።,The report details the expulsion of thousands of Ethiopians by Saudi Arabia and the United Arab Emirates.,ነቀፋ የተሰነዘረበት አካል ስለ ራሱ ለመናገር ዕድል ሊሰጠው እንደሚገባ ማርዮን አስረዳሁት ።,I explained to Marion that the accused should be given a chance to speak for himself.,0.22
Pair_ID_amh_train_178,• አምባገነኖች ፤ ቤተመንግስት በዕጣ የደረሳቸው ኮንዶሚኒየም ይመስላቸዋል ።,• Tyrants; They think that the castle is a condominium that they got by lot.,(ቤተመንግስት በዕጣ የደረሳቸው ኮንዶሚኒየም የሚመስላቸው !,(They think the palace is a condominium they got by lot!,0.73
Pair_ID_amh_train_179,የኤርትራው ፕሬዝዳንት ኢሳያስ አፈወርቂ ከኦሮሚያ ሚዲያ ኔትወርክ ጋር ያደረጉት ቃለምልልስ ይመልከቱ ።,Watch the interview of Eritrean President Isaias Afwerki with Oromia Media Network.,የኤርትራው ፕሬዝዳንት ኢሳያስ አፈወርቂ ወደ ግብጽ አመሩ ።,Eritrean President Isaias Afwerki headed to Egypt.,0.52
Pair_ID_amh_train_180,ለዚህ የኃላፊነት ቦታ የሚወዳደሩት ሴቶች ብቻ ናቸው ።,Only women can compete for this position.,በአሁኑ ጊዜ ከጌዲያ በተጨማሪ ስድስት ሴቶች ለዚህ የኃላፊነት ቦታ እየተወዳደሩ ይገኛሉ ።,"Currently, six women are competing for this position in addition to Gedia.",0.66
Pair_ID_amh_train_181,ባሕር ዳር ምን አለ ?,What's up on the beach?,የኢትዮጵያ መንግሥት ምን አለ ?,What is the government of Ethiopia?,0.41
Pair_ID_amh_train_182,ይሄ ከሆነ ዛሬ 9ኛ ዓመቱን ደፈነ ፡፡,"If this is the case, he will be 9 years old today.",ይሄ ከሆነ ዛሬ 13ኛ ዓመቱን ደፈነ ፡፡,"If this is the case, he will be 13 years old today.",0.55
Pair_ID_amh_train_183,በቅርቡ የሽግግር አመቻች ኮሚቴው ጡረተኛውን የጦር መኮንን ባ ንዳውን ፕሬዝዳንት አድርጎ መሰየሙን መረጃው አስታውሷል ፡፡,The information recalled that recently the transition facilitation committee named the retired army officer as the president of the band.,የማሊ የሽግግር ኮሚቴ ጡረተኛውን የጦር መኮንን ባ ንዳውን በፕሬዝዳንትነት ሰየመ ፡፡,Mali's transitional committee has named retired army officer Bandau as president.,0.81
Pair_ID_amh_train_184,“ምንም ጥርጣሬም ሚስጢርም የለውም ምርጫውን አሸንፈናል” ።,"""There is no doubt or mystery, we won the election.""",ምንም ጥርጣሬም ምስጢርም የለውም ፤ ይሄ ማለት ነው ።,There is no doubt or mystery; This is what it means.,0.59
Pair_ID_amh_train_185,ይህም በመሰረቱ ትክክል ነው ።,This is basically correct.,ግን ደግሞ ትክክል ነው ፡፡,But it is also correct.,0.59
Pair_ID_amh_train_186,የቅኝ ግዛት ጊዜ[ ለማስተካከል | ኮድ አርም ] ።,Colonial period[ to fix | debug code ].,የሚቀበሉ ቅዱሳን መጻሕፍት[ ለማስተካከል | ኮድ አርም ] ።,Acceptable holy books[ to correct | debug code ].,0.31
Pair_ID_amh_train_187,በካፋ ዞን በተከሰተ ግጭት የሰዎች ሕይወት መጥፋቱ ታወቀ) - - ።,It is known that people's lives have been lost due to the conflict in Kaffa Zone.,በጋምቤላ ክልል በኑዌር ብሔረሰብ ዞን በተቀሰቀሰ ግጭት የ12 ሰዎች ሕይወት መጥፋቱ ታወቀ ፡፡,It was reported that 12 people were killed in a conflict in the Nuer ethnic zone in Gambella region.,0.38
Pair_ID_amh_train_188,ለአፋር ያላዘነ መንግሥት ለቤሩት ሲያለቅስ ስታየውማ ምን ትላለህ ?,What do you say when you see a government that does not mourn for Beirut crying?,በዘገባውም ውስጥ አንድ ኤርትራዊ ዲፕሎማት ትግሉ እስከ አዲስ አበባ እንደሚሄድ መግለጡን አስምሮበታል ።,"In his report, an Eritrean diplomat underlined that the struggle will go as far as Addis Ababa.",0.25
Pair_ID_amh_train_189,በኢትዮጵያ በኮሮና የተያዙ ሰዎች ቁጥር ከ20 ሺሕ ተሻገረ ።,The number of people infected with corona in Ethiopia has crossed 20 thousand.,በኢትዮጵያ በኮሮና መያዛቸው በምርመራ የተረጋገጠ ሰዎች ቁጥር ከ20 ሺሕ ተሻገረ ።,"In Ethiopia, the number of people diagnosed with Corona has crossed 20 thousand.",0.72
Pair_ID_amh_train_190,የዜና መጽሔት ፤ ጥቅምት 3 ቀን ፤ 2012 ዓ.ም ሰኞ ።,"News magazine; October 3; Monday, 2012.",የአርብ ግንቦት 14 ቀን 2012 ዓም የዜና መጽሔት ።,"Friday, May 14, 2012 news magazine.",0.55
Pair_ID_amh_train_191,በኢትዮጵያ በኮሮና ቫይረስ ከተያዙ 16 ሰዎች ውስጥ አንዱ ሙሉ በሙሉ ማገገሙ ተገለጸ ።,It was announced that one of the 16 people infected with corona virus in Ethiopia has fully recovered.,ይህ ለእኔ ትርጉም የለሽ ሆኖብኝ ነበር ።,This made no sense to me.,0.17
Pair_ID_amh_train_192,ጨዋታውን እንደገና ለመጀመር አሰብኩ ደቂቃዎች አለፉ ።,I thought about restarting the game. Minutes passed.,ይሁን እንጂ ለእያንዳንዱ ነገር ዝርዝር ደንቦች አልተሰጡም ።,"However, no detailed rules are given for each item.",0.31
Pair_ID_amh_train_193,እንኳን ለብርሃነ ትንሣኤው በሰላም በጤና በፍቅር አደረሳችሁ አደረሰን ለሞላው የኦርቶዶክስ ተዋህዶ እምነት ተከታዮች በሙሉ ።,"Congratulations to all the followers of the Orthodox Tewahedo faith who brought us peace, health and love for the Resurrection.",ለመላው የኦርቶዶክስ እምነት ተከታዮች እንኳን ለሆሳዕና በዓል አደረሳችሁ ።,Happy Hosanna to all the followers of the Orthodox faith.,0.56
Pair_ID_amh_train_194,በሶማሌ ክልል ህገ ወጥ የጦር መሳሪያ ሲያዘዋውሩ የነበሩ ተጠርጣሪዎች በቁጥጥር ስር ዋሉ ።,Suspects who were trafficking illegal weapons in the Somali region were arrested.,በህገ ወጥ የጦር መሳሪያ ዝውውር የተጠረጠሩ ግለሰቦች በቁጥጥር ስር ዋሉ ።,Individuals suspected of illegal arms trafficking were arrested.,0.69
Pair_ID_amh_train_195,"በአጠቃላይ በኢትዮጵያ በኮሮና ቫይረስ የተያዙ ሰዎች ቁጥር ደግሞ 80,895 ደርሷል ፡፡","In total, the number of people infected with corona virus in Ethiopia has reached 80,895.","በአጠቃላይ በኢትዮጵያ በኮሮና ቫይረስ የተያዙ ሰዎች ቁጥር ደግሞ 63,367 ደርሷል ፡፡","In total, the number of people infected with corona virus in Ethiopia has reached 63,367.",0.7
Pair_ID_amh_train_196,ልዩነታችን ውበታችን ነው ያላችሁት ?,Do you think our difference is our beauty?,በእጅጉ አስደሳች ፣ ጠቃሚ ዕውቀትም ያገኘንበት፣ ልዩነታችን ውበታችን መሆኑን ነው ።,The most interesting and useful knowledge we have learned is that our uniqueness is our beauty.,0.7
Pair_ID_amh_train_197,ነፃነትና ፍትሃዊ ተጠቃሚነት ሊኖረን ይገባል” በሚል እሳቤ ላይ የተመሰረተ ነው ።,It is based on the idea that we should have freedom and fair use.,ነፃነትና ፍትሃዊ ተጠቃሚነት ጥያቄ ነው ።,It is a question of freedom and fair use.,0.67
Pair_ID_amh_train_198,ወደ እስር ክፍሉ ሲመለስ ግን ሌሎቹ ሰላዮች ይሄን ያህል ሰዓት መከራውን ችሎ በመቆየቱ አደነቁት ፡፡,"But when he returned to the prison cell, the other spies admired him for surviving the ordeal for so long.",ወደ እስር ክፍሉ ሲመለስም ለዚያ ሁሉ ሰዓታት በጽናት በመቆየቱ ሌሎቹ ሰላዮች በእጅጉ ተደመሙበት ፡፡,"When he returned to the prison cell, the other spies were greatly impressed by his persistence for all those hours.",0.94
Pair_ID_amh_train_199,እንደ የሚድያ ሰዉ ሚድያ ለምን ትግራይ ገብቶ እንደ ።,"As a media person, why did the media enter Tigray?",አንዱን ታማኝ ብለው አንዱን ንዋይ አሉ ንዋይ ለንዋዩ ታማኙም ለቃሉ እንደየ ስማቸው ይሄው ይኖራሉ !,"They call the one faithful and the other is valuable, and the faithful to their word live according to their name!",0.14
Pair_ID_amh_train_200,የትግሬ ተወላጁ ካሳ ተ ብርሀን እንዴት ለአማራ መሬት ሊጨነቅ ይችላል ?,"How can Kasa Te Birhan, a native of Tigre, care about Amhara land?",ምንም ወደ ጦርነት የሚያመጣ ሁኔታ አልነበረም ፡፡,There was no situation leading to war.,0.14
Pair_ID_amh_train_201,ገና ልንማራቸው የሚገቡ ብዙ ብዙ ነገሮች አሉ ።,There are still many things we need to learn.,ለውጥ ሊደረጉባቸው የሚገቡ ብዙ ጉዳዮች አሉ ።,There are many issues that need to be changed.,0.47
Pair_ID_amh_train_202,ይህን ተከትሎም በኢትዮጵያ ቫይረሱ የተገኘባቸው ሰዎች ቁጥር 71 ደርሷል ።,"Following this, the number of people infected with the virus in Ethiopia has reached 71.",በአጠቃላይ በኢትዮጵያ ቫይረሱ በምርመራ የተገኘባቸው ሰዎች ቁጥር 11 ሺህ 72 ደርሷል ።,"In total, the number of people diagnosed with the virus in Ethiopia has reached 11 thousand 72.",0.7
Pair_ID_amh_train_203,እኛ ከእናንተ መማርና መውረስ ያለብን ዘረኝነትና ጎጠኝነት መሆን የለበትም ፡፡,What we should learn and inherit from you should not be racism and bigotry.,እኛ መውረስ ያለብን ኢትዮጵያዊነት ነው ፡፡,Ethiopianism is what we have to inherit.,0.7
Pair_ID_amh_train_204,1947 (ዘመኑ በሙሉ እንደ ጎርጎሪያኑ አቆጣጠር ነዉ ።,1947 (all dates are according to the Gregorian calendar.,2011 (ዘመኑ በሙሉ እንደ ጎርጎሮሳዉያኑ አቆጣጠር ነዉ) ሥልጣን ያዙም ።,2011 (the entire era is according to the Gregorian calendar) and took power.,0.58
Pair_ID_amh_train_205,ያኔ ሁላችንም ዘረኛ እንደሆንን ይታየናል ።,Then it will be seen that we are all racists.,ሁላችንም አብረን ዘረኞች እንደሆንን ሁሉ ፥,Just as we are all racists together.,0.53
Pair_ID_amh_train_206,ምክንያቱም ማህበራቱ ውስጥ አልነበርኩም ፡፡,Because I wasn't in the unions.,ምክንያቱም ቤተ እስራኤላዊ አልነበርኩም ፡፡,Because I was not an Israelite.,0.33
Pair_ID_amh_train_207,ርኅራኄ ሲባል ምን ማለት ነው ?,What does compassion mean?,ማኅበራዊ እርቀትን መጠበቅ ሲባል ምን ማለት ነው ?,What does social distancing mean?,0.52
Pair_ID_amh_train_208,“ቀስ በቀስ ነበር የምንቀሳቀሰው ።,“We were moving slowly.,ቀስ በቀስ ግን ጥያቄዎች ተነሱ ።,"Gradually, however, questions arose.",0.52
Pair_ID_amh_train_209,እኔ የምለው…እንግዲህ ጨዋታን ጨዋታ ያነሳው የለ… አዲስ አበባ የእውነት ‘ዘመናዊ ከተማ’ ነች ?,"I mean... well, no one has raised the game... is Addis Ababa really a 'modern city'?",ስሙኝማ… እንግዲህ ጨዋታን ጨዋታ ያነሳው የለ ፣ ይቺ “እኔ አላምንም !,"Listen to me... So no one has picked up the game, this ""I don't believe it!""",0.38
Pair_ID_amh_train_210,በቃ በየደቂቃው ይህንን ያደርጋል ።,It just does this every minute.,በአንድነት ይህንን ስርዓት በቃ እ ።,"Together, we can build this system.",0.19
Pair_ID_amh_train_211,በሌላ በኩል ደግሞ ጠቅላይ ሚኒስትር ዐብይ አህመድ የተለያዩ ተሀድሶዎችን እያደረጉ ነው ።,"On the other hand, Prime Minister Abiy Ahmed is doing various reforms.",ጠቅላይ ሚኒስትር ዐብደላ ሐምዶክና ጠቅላይ ሚኒስትር ዐብይ አህመድ ።,Prime Minister Abdullah Hamdok and Prime Minister Abiy Ahmed.,0.48
Pair_ID_amh_train_212,125ኛው የአድዋ ድል በዓል በጋምቤላ ክልል ደረጃ እየተከበረ ነው ።,The 125th anniversary of Adwa victory is being celebrated in Gambella region.,ከ50 ሺህ በላይ የሚሳተፉበት ይህ 125ኛው የአድዋ ድል በዓል በሸገር ፓርክ አልያም […] ።,This 125th Adwa victory celebration in Sheger Park or […],0.62
Pair_ID_amh_train_213,“ዘመኑ ሲለወጥ አብረን እንለወጥ” ።,"""When the times change, let us change together.""",“ዘመኑ ሲለወጥ አብረን እንለወጥ” በብርሃኑ ተሰማ (ኢዜአ) ።,"""When the times change, let us change together"" was heard in the light (ESA).",0.88
Pair_ID_amh_train_214,. ህወሃት ኢትዮጵያን ወደብ አልባ ያደረገ ድርጅት ስለሆነ መመረጥ የለበትም ፤ ።,". HWHAT is an organization that has made Ethiopia landlocked, so it should not be elected; .",. ህወሃት ወጣት ኢትዮጵያውያንን ለባርነት የዳረገ ስለሆነ መመረጥ የለበትም ፤ ።,. HHWAT has enslaved young Ethiopians and should not be elected; .,0.72
Pair_ID_amh_train_215,ጥሩ ሰው ነው ስሟ ፡፡,Her name is a good person.,አባዱላ ጥሩ ሰው ነው ፡፡,Abadullah is a good person.,0.16
Pair_ID_amh_train_216,እቴጌ መነን ከእርሷ በፊት እንደነበረቺው እንደ እቴጌ ምንትዋብ በሀገሪቱ ፖለቲካ ከፍ ያለ ሚና ነበራት ፡፡,Empress Menen had a high role in the country's politics like Empress Mentwab before her.,እሳቸው ደሞ እቴጌ ምንትዋብ ናቸው ፡፡,He is also very beautiful empress.,0.47
Pair_ID_amh_train_217,ያ በጣም ጥሩ ነው ፡፡,That's great.,ነገር ግን በጣም ጥሩ በሚባል ደረጃ ዝግጅት እያደረግን ነው ፡፡,But we are preparing at a very good level.,0.48
Pair_ID_amh_train_218,የኖቤል የሰላም ሽልማትን ካገኙ ሰዎች መካከል ማንዴላ አንዱ ናቸው ።,Mandela is one of the recipients of the Nobel Peace Prize.,ጠቅላይ ሚኒስተር ዐብይ አሕመድ የኖቤል የሰላም ሽልማትን በተቀበሉበት ጊዜ ።,When Prime Minister Abiy Ahmed received the Nobel Peace Prize.,0.38
Pair_ID_amh_train_219,ስፖርት ፣ ጥር 15፣ 2009 ዓም ።,"Sports, January 15, 2009.",ስፖርት ፤ ጥር 14 ቀን ፣ 2010 ዓ.ም. ።,"sports; January 14, 2010 .",0.59
Pair_ID_amh_train_220,ጳውሎስ የተባለውን ወጣት ተሞክሮ ተመልከት ።,Consider the experience of a young man named Paul.,የተባለውን መጽሐፍ ምዕራፍ 35 ተመልከት ።,See chapter 35 of the book.,0.34
Pair_ID_amh_train_221,አማራ ተዘረፈ ፣ ተጨፈጨፈ እንጂ የማንንም መሬት አልነካም ።,"Amara was looted, massacred and did not touch anyone's land.",የሚመልስም አልነበረም ፤ በሠሩትም መሠዊያ ዙሪያ እያነከሱ ያሸበሽቡ ነበር ።,There was no answer; They were biting and crawling around the altar they made.,0.3
Pair_ID_amh_train_222,ኢትዮጵያዊነትን የተማርኩት ፤ ኢትዮጵያዊነትን ያገኘሁት፤ ከነሃዲስ አለማየሁ ድርሰት ዉስጥ ነዉ ።,I learned Ethiopianism; I found Ethiopianism. It is in the essay of Nehadis Alemayehu.,ኢትዮጵያዊነትን ያገኘሁት ከነአቤጎበኛ አመጽ ዉስጥ ነዉ ።,I found my Ethiopianness in the Neabegoben rebellion.,0.47
Pair_ID_amh_train_223,በዐቃቤ ሕግ ውሳኔ ቀዳሚ ምርመራ የሚደረግባቸው ወንጀሎች አንቀጽ 80(2) ።,Article 80(2) of crimes subject to preliminary investigation at the discretion of the prosecutor.,በዐቃቤ ሕግ በኩል የሚቀርበው ቀዳሚ ምርመራ ይደረግልን ክስ አይደለም ፡፡,A preliminary investigation by the prosecutor is not a case.,0.7
Pair_ID_amh_train_224,ምሳሌ ዐረፍተ ነገሮች[ ለማስተካከል | ኮድ አርም ] ።,Example sentences[ to edit | debug code ].,የኤችአይቪ አመጣጥ[ ለማስተካከል | ኮድ አርም ] ።,Origin of HIV[ to correct | debug code ].,0.23
Pair_ID_amh_train_225,ጥ . ማን ነህ አንተ ?,Q. who are you ?,እና ዩ ሚን አንተ የኤርትራ ፋንድያ ነህ ?,"And Yu Min, are you Eritrean dung?",0.36
Pair_ID_amh_train_226,መልካም አዲስ አመት ወገኖቼ !,Happy New Year my friends!,መልካም አዲስ አመት 2010 ዓ.ም ።,Happy New Year 2010.,0.73
Pair_ID_amh_train_227,እንኳን ለብርሃነ መስቀሉ በሠላም አደረሰን ።,May the cross of light reach us in peace.,እንኳን ለብርሃነ መስቀሉ በሰላም አደረሳችሁ/አደረሰን !,Welcome to the cross of light!,0.92
Pair_ID_amh_train_228,የመልካም አስተዳደር ችግር… መፍትሄ አላገኘም ፡፡,The problem of good governance... has not been solved.,… ይሄም የመልካም አስተዳደር ችግር ነው ከተባለ ያመኛል ፡፡,... It hurts to say that this is a problem of good governance.,0.58
Pair_ID_amh_train_229,ስድቡ ሲበዛበት ጊዜ አንድ ማታ “ዛሬስ ሳልተኛ አድራለሁ ፣ ቀድሜው ነቅቼ፣ ጠርቼ እሰድበዋለሁ ፡፡,"One night, when the insults were heavy, he said, ""Today I will stay awake, I will wake up early, call him and insult him.""",የኑዛዜው ወይም ንብረት በአደራ የተሰጠበት ስምምነት ቅጂ ለማኅበሩ ሊላክ ይገባል ።,A copy of the will or trust agreement must be sent to the association.,0.2
Pair_ID_amh_train_230,በጣም ጥሩ ሆኖ ነው ያገኘሁት ፣ የፖለቲካ ፓርቲዎች ተሳትፎም እንዲሁ ።,"I found it very good, so did the participation of political parties.",በዚህ መድረክ ያልተነገረ ቃል ያልተዘመረ መዝሙር ያልቀረበ ጽሑፍ የለም ፤ ።,"There is no unsung word, unsung song, unsung text on this platform; .",0.45
Pair_ID_amh_train_231,ክርስቲያኖች በአገልግሎቱ ቀናተኛ ከመሆን በተጨማሪ ምን ተግባር ይፈለግባቸዋል ?,"In addition to being zealous in the ministry, what tasks are required of Christians?",ዋናውን የሰውነት ባሕርዩን ያጣ ባዶ ዕቃ ነው ፤ ።,It is an empty vessel that has lost its original physical character; .,0.2
Pair_ID_amh_train_232,የቀኑ ዝቅተኛ የሙቀት መጠን ከ5 እስከ 7 ዲግሪ ሴልሸስ ሆኖ ቆይቷል ።,The minimum temperature of the day remained 5 to 7 degrees Celsius.,ያ ሲሆን የቀኑ ዝቅተኛ የሙቀት መጠን ከ5 ዲግሪ ሴልሸስ በታች ወርዶ አይስተዋልም ።,"In that case, the minimum temperature of the day will not drop below 5 degrees Celsius.",0.7
Pair_ID_amh_train_233,"ጥጥ እና ተዛማጅ ንግድ 14,000 10,000 24,000 ።","Cotton and allied trade 14,000 10,000 24,000.","የህክምና አገልግሎቶች 19,000 10,000 29,000 ።","Medical services 19,000 10,000 29,000.",0.41
Pair_ID_amh_train_234,የወያኔ ወሮበላ የዘራፊ ቡድን ስብስብ መፈራትን ይወዳሉ ፡፡,TPLF thugs love to be feared.,የወያኔ ወሮበላ የዘራፊ ቡድን ስብስብ የሚያውቃቸው ጥቂት የማይታወቁ ነገሮች አሉ ፡፡,There are a few unknowns that the TPLF gang knows.,0.69
Pair_ID_amh_train_235,በጥላቻ ውስጥ መዳን የለም ።,There is no salvation in hatred.,በጥላቻ ውስጥ ዕምነት የለም ።,There is no faith in hatred.,0.66
Pair_ID_amh_train_236,የበዓል ቀን ከሆነ ጨረታውን በሚቀጥለው የሥራ ቀን 3 ፡00 ሰዓት ይታሸግና 3፡30 ይከፈታል፡፡,"If it is a holiday, the auction will be closed at 3:00 on the next working day and opened at 3:30.",ጨረታው የሚከፈትበት ቀን የበዓል ቀን ከሆነ ከበዓሉ ቀን ቀጥሎ ባለው የስራ ቀን ይከፈታል ።,"If the opening day of the tender is a holiday, it will be opened on the next working day after the holiday.",0.73
Pair_ID_amh_train_237,እኔ ግማሽ ኢትዮጵያዊ ብቻ ነኝ ፡፡,I am only half Ethiopian.,እኔ ከብዙ ብሄረሰቦች የተደባለኩ ኢትዮጵያዊ ነኝ ።,I am an Ethiopian mixed with many nationalities.,0.62
